ein,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,org_name,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female,category
42467188,0.0,597693.0,100.0,100.0,0.0,8498.902173913044,597693.0,1379592.0,WWW.WOCINC.ORG,93,2935693.0,WORK OPPORTUNITY CENTER INC,,25.0,40.0,,0.0,other
20451454,0.0,170428.0,100.0,100.0,0.0,32506.61904761905,170428.0,2218345.0,WWW.CROSSROADSACADEMY.ORG,64,2944228.0,CROSSROADS ACADEMY,,56.25,66.66666666666666,,,college
50213430,0.0,187120.0,100.0,100.0,0.0,12201.348837209302,187120.0,1236436.0,WWW.SAKONNETGC.COM,87,2952313.0,SAKONNET GOLF CLUB,0.0,33.33333333333333,0.0,0.0,,other
50272571,0.0,221945.0,100.0,100.0,0.0,5775.507352941177,293889.0,1229359.0,WWW.PAWTUCKETCOUNTRYCLUB.COM,138,3024376.0,PAWTUCKET COUNTRY CLUB INC,0.0,,50.0,0.0,,other
111323110,0.0,164800.0,100.0,100.0,0.0,13819.552631578948,164800.0,1740229.0,WWW.SIYC.COM,115,3030634.0,THE SHELTER ISLAND YACHT CLUB INC,0.0,50.0,40.0,,,other
42679411,0.0,144776.0,100.0,100.0,0.0,35244.97959183674,144776.0,1871780.0,WWW.CLARKSCHOOL.COM,50,3054521.0,THE CLARK SCHOOL FOR CREATIVE LEARNING INC,,33.33333333333333,50.0,,,college
60305375,0.0,160776.0,100.0,100.0,0.0,9521.5585106383,160776.0,1950829.0,WWW.CWA1298.ORG,189,3059925.0,CT UNION OF TELEPHONE WORKERS INC,,,33.33333333333333,,,other
61013833,155317.0,0.0,-1.0,0.0,100.0,7685.676258992806,155317.0,1223626.0,WWW.HORIZONSCT.ORG,140,3064358.0,HORIZONS INC,,60.0,71.42857142857143,,,other
46003680,157072.0,321037.0,51.07355226967608,50.0,50.0,5341.3125,321037.0,1076336.0,WWW.COHENCAMPS.ORG,114,3066249.0,ELI AND BESSIE COHEN CAMPSOF MASSACHUSETTS INC,66.66666666666666,77.77777777777779,25.0,,,other
43321157,203054.0,441290.0,53.9862675338213,44.44444444444444,55.55555555555556,,0.0,2123672.0,WWW.JGSLIFECARE.ORG,103,3080209.0,JGS HOUSING SERVICES INC,100.0,38.46153846153847,12.5,100.0,,other
43118543,157665.0,0.0,-1.0,0.0,100.0,14379.911764705885,157665.0,1135499.0,WWW.HYDESQUARE.ORG,69,3096731.0,THE HYDE SQUARE TASK FORCE INC,,37.5,83.33333333333334,,,other
50234475,0.0,157950.0,100.0,100.0,0.0,16635.847826086956,157950.0,1688448.0,WWW.WANUMETONOMY.COM,93,3123740.0,WANUMETONOMY GOLF AND COUNTRY CLUB INC,0.0,25.0,50.0,,,other
116036947,0.0,231490.0,100.0,100.0,0.0,20414.915492957745,231490.0,1680949.0,WWW.DOUGLASTONCLUB.COM,72,3153113.0,DOUGLASTON CLUB INC,0.0,27.27272727272727,75.0,0.0,,other
111723811,0.0,262893.0,100.0,100.0,0.0,39498.52,262893.0,2237819.0,WWW.EASTHAMPTONLIBRARY.ORG,51,3156745.0,EAST HAMPTON LIBRARY,,78.57142857142857,66.66666666666666,,,other
42784953,0.0,206105.0,100.0,100.0,0.0,25471.277777777777,206105.0,1581554.0,WWW.BNNTV.ORG,55,3169094.0,BOSTON COMMUNITY ACCESS &PROGRAMMING FOUNDATION INC,0.0,0.0,40.0,,,other
131624084,164144.0,0.0,-1.0,0.0,100.0,20358.839285714286,176772.0,1468383.0,https://centerforfiction.org,58,3202622.0,The Mercantile Library Associationof the City of New York Inc,,65.0,66.66666666666666,,,other
111375892,0.0,238100.0,100.0,100.0,0.0,12105.495726495728,238100.0,1654443.0,WWW.STRATHMOREVANDERBILTCC.COM,118,3210054.0,STRATHMORE VANDERBILT COUNTRY CLUBOF MANHASSET INC,0.0,44.44444444444444,50.0,0.0,,other
42678312,159169.0,0.0,-1.0,0.0,100.0,8925.26724137931,159169.0,1194500.0,WWW.BOSTONPHIL.ORG,117,3244291.0,BOSTON PHILHARMONIC ORCHESTRACORPORATION,,42.85714285714285,60.0,,,other
60950718,227585.0,0.0,-1.0,0.0,100.0,38524.056603773584,227585.0,2269360.0,,54,3246274.0,Safe Futures Inc,,44.44444444444444,60.0,,,other
42999238,156649.0,0.0,-1.0,0.0,100.0,19674.23076923077,156649.0,1691239.0,QUINCYAFTERSCHOOL.ORG,79,3254691.0,QUINCY AFTER SCHOOL CHILD CARE INC,,50.0,100.0,,,other
42953171,349346.0,321225.6666666667,-8.75407423856748,75.0,25.0,,0.0,2699519.0,VNACARE.ORG,112,3266309.0,VNA CARE ADVANTAGE INC,66.66666666666666,63.63636363636363,66.66666666666666,50.0,,hospital
111631798,0.0,249284.0,100.0,100.0,0.0,12413.084337349395,249284.0,1279570.0,WWW.TRCBSA.ORG,84,3296625.0,THEODORE ROOSEVELT COUNCIL INCBOY SCOUTS OF AMERICA,100.0,12.5,0.0,,,other
60647016,262478.0,0.0,-1.0,0.0,100.0,39348.75409836065,262478.0,2662752.0,WWW.HARTFORDINTERNATIONAL.EDU,62,3322795.0,HARTFORD INTERNATIONAL UNIVERSITY FORRELIGION AND PEACE,100.0,41.17647058823529,25.0,,,college
50259110,180340.0,0.0,-1.0,0.0,100.0,27688.96551724138,180340.0,1786300.0,WWW.RIHS.ORG,59,3324394.0,THE RHODE ISLAND HISTORICAL SOCIETY,,42.85714285714285,40.0,,,other
42105813,0.0,154000.0,100.0,100.0,0.0,4500.557971014493,154000.0,775077.0,WWW.WAYSIDE.ORG,139,3387747.0,THE WAYSIDE INN,,30.0,33.33333333333333,0.0,,other
111672825,192958.0,0.0,-1.0,0.0,100.0,36715.54237288136,192958.0,2359175.0,WESTHAMPTONLIBRARY.NET,60,3391961.0,WESTHAMPTON FREE LIBRARY,,0.0,75.0,,,other
42121305,218796.0,254038.25,13.872812460328316,80.0,20.0,64128.0,423643.0,4697861.0,HTTPS://WWW.AIER.ORG/,59,3395556.0,AMERICAN INSTITUTE FOR ECONOMICRESEARCH,20.0,11.11111111111111,20.0,0.0,,other
60646911,250558.0,0.0,-1.0,0.0,100.0,23508.36170212766,250558.0,2460344.0,WWW.BGCASTAMFORD.ORG,95,3416145.0,BOYS & GIRLS CLUB OF STAMFORD INC,50.0,54.16666666666666,50.0,,,other
112338949,155499.0,150016.0,-3.6549434726962455,50.0,50.0,,0.0,1923944.0,,74,3449470.0,FACULTY-STUDENT ASSOCIATION OF NASSAUCOMMUNITY COUNTY INC,,75.0,66.66666666666666,,,college
111991614,174274.0,0.0,-1.0,0.0,100.0,8256.941666666668,174274.0,2155940.0,,241,3474670.0,SUFFOLK COMMUNITY COLLEGE ASSOCIATIONINC,,66.66666666666666,40.0,,,college
60653534,156897.0,0.0,-1.0,0.0,100.0,36947.52631578947,156897.0,2262906.0,WWW.WALLINGFORD.LIONINC.ORG,58,3497111.0,WALLINGFORD PUBLIC LIBRARY ASSOCIATION,,45.45454545454545,80.0,,,other
10409494,159908.0,0.0,-1.0,0.0,100.0,35655.45614035088,159908.0,2192269.0,,58,3500529.0,HARRINGTON FAMILY HEALTH CENTERINC,33.33333333333333,40.0,66.66666666666666,,,hospital
131739934,0.0,265405.0,100.0,100.0,0.0,23180.24074074074,265405.0,1517138.0,WWW.BHECAMP.ORG,55,3515693.0,BRONX HOUSE EMANUEL CAMPS INC,,38.46153846153847,25.0,0.0,,other
42103960,202711.0,0.0,-1.0,0.0,100.0,16354.51923076923,202711.0,1903581.0,WWW.CAMBRIDGEYMCA.ORG,105,3528214.0,CAMBRIDGE YOUNG MENS CHRISTIANASSOCIATION,,25.0,33.33333333333333,,,other
42499107,0.0,187929.0,100.0,100.0,0.0,32730.861538461537,187929.0,2315435.0,WWW.THACHERSCHOOL.ORG,66,3549396.0,THACHER MONTESSORI SCHOOL INC,100.0,66.66666666666666,20.0,,,college
113353161,206390.0,0.0,-1.0,0.0,100.0,20153.61224489796,206390.0,1193917.0,WHBPAC.ORG,50,3554890.0,WESTHAMPTON BEACH PERFORMING ARTS CENTER,0.0,58.333333333333336,50.0,,,other
60309240,0.0,175862.0,100.0,100.0,0.0,17330.42156862745,175862.0,1943565.0,WWW.FARMINGTONCOUNTRYCLUB.COM,103,3562264.0,COUNTRY CLUB OF FARMINGTON CONNECTICUT,,11.11111111111111,0.0,0.0,,other
42103856,186479.0,0.0,-1.0,0.0,100.0,28212.542553191488,186479.0,2838458.0,WWW.GSCWM.ORG,95,3563706.0,GIRL SCOUTS OF CENTRAL AND WESTERNMASSACHUSETTS INC,,100.0,87.5,,,other
111874531,0.0,366314.0,100.0,100.0,0.0,33717.96875,366314.0,2524264.0,SNGCOUNSELING.NET,65,3568894.0,SOUTHEAST NASSAU GUIDANCE CENTER I,75.0,80.0,66.66666666666666,0.0,,other
112151231,172678.0,230792.0,25.180248882110305,50.0,50.0,,0.0,2002298.0,www.anchorhouseinc.com,56,3569387.0,Anchor House Inc,100.0,56.25,50.0,,,other
60677782,150641.0,0.0,-1.0,0.0,100.0,36244.508771929824,150641.0,2216578.0,WWW.ARCGNH.ORG,58,3571035.0,ARC OF GREATER NEW HAVEN INC,,75.0,83.33333333333334,,,other
131691711,228704.5,194276.16666666663,-17.721336550975124,75.0,25.0,26003.176470588234,188994.0,2581508.0,WWW.SUNYWCC.EDU/STUDENTSERVICES,93,3578738.0,FACULTY-STUDENT ASSOCIATION OFWESTCHESTER COMMUNITY COLLEGE INC,0.0,57.14285714285714,40.0,,,college
60646969,194737.0,0.0,-1.0,0.0,100.0,40776.94230769231,194737.0,2315138.0,WWW.WOMENSLEAGUECDC.ORG,53,3618999.0,WOMEN'S LEAGUE CHILD DEVELOPMENTCENTER INC,,66.66666666666666,80.0,,,other
20241080,121175.0,0.0,-1.0,0.0,100.0,5743.45205479452,121175.0,959719.0,WWW.CAMPYOUNGJUDAEA.COM,147,3636311.0,FRIENDS OF YOUNG JUDAEA INC,,37.5,50.0,,100.0,other
112864728,0.0,196398.0,100.0,100.0,0.0,24669.76767676768,196398.0,2638705.0,WWW.COJOFLATBUSH.ORG,100,3667038.0,COUNCIL OF JEWISH ORGANIZATIONS OFFLATBUSH INC,,14.285714285714285,33.33333333333333,,,other
50493226,0.0,157490.0,100.0,100.0,0.0,13635.68152866242,157490.0,2298292.0,WWW.COMPACT.ORG,158,3686851.0,CAMPUS COMPACT,100.0,50.0,57.14285714285714,,,other
60662194,190786.0,0.0,-1.0,0.0,100.0,40181.79591836735,228143.0,2350480.0,WWW.WILTONLIBRARY.ORG,51,3701367.0,WILTON LIBRARY ASSOCIATION INC,100.0,52.38095238095239,62.5,,,other
42182395,855326.5,425249.7142857143,-101.13511456125948,77.77777777777779,22.22222222222222,,0.0,1625232.0,WWW.TRINITYHEALTHOFNE.ORG,53,3710768.0,BRIGHTSIDE INC,100.0,60.0,42.85714285714285,0.0,0.0,other
111982067,164644.0,212251.0,22.429576303527423,50.0,50.0,24638.25609756097,212251.0,2397232.0,CWA1104.COM,84,3729743.0,COMMUNICATION WORKERS OF AMERICALOCAL 1104,,,40.0,,,other
112652182,163986.0,0.0,-1.0,0.0,100.0,24799.950819672133,163986.0,1676783.0,WWW.FLUSHINGTOWNHALL.ORG,62,3745175.0,FLUSHING COUNCIL ON CULTURE AND THE ARTS,,50.0,50.0,,,other
61637790,212281.5,0.0,-1.0,0.0,100.0,,0.0,1438512.0,,50,3766863.0,THE GLENDOWER GROUP INC,,0.0,66.66666666666666,,,other
113278917,117183.0,0.0,-1.0,0.0,100.0,45393.706896551725,117183.0,2750018.0,WWW.RIVENDELLNYC.ORG,59,3805414.0,RIVENDELL SCHOOL,100.0,55.55555555555556,,,100.0,other
42150651,222563.5,0.0,-1.0,0.0,100.0,46710.19047619047,277787.0,3387869.0,WWW.BIGSISTER.ORG,65,3815872.0,BIG SISTER ASSOCIATIONOF GREATER BOSTON INC,100.0,69.23076923076923,100.0,,,other
110988860,189108.5,266196.0,28.95892500262964,33.33333333333333,66.66666666666666,12405.529914529914,266196.0,2095860.0,,120,3823896.0,LAWRENCE BEACH CLUB INC,100.0,27.27272727272727,75.0,0.0,,other
41554270,0.0,188836.3333333333,100.0,100.0,0.0,11649.214814814815,201220.0,2139153.0,WWW.LONGWOODCRICKET.COM,138,3832163.0,LONGWOOD CRICKET CLUB,0.0,66.66666666666666,50.0,0.0,,other
113210653,154624.0,303722.5,49.0903703215929,66.66666666666666,33.33333333333333,12644.065217391304,450301.0,1925323.0,,95,3833860.0,THE SOUTHAMPTON B & T CLUB INC,,36.36363636363637,33.33333333333333,,,other
60309310,0.0,191852.0,100.0,100.0,0.0,8266.5,191852.0,1415294.0,WWW.CCWATERBURY.COM,149,3898165.0,COUNTRY CLUB OF WATERBURY INCORPORATED,0.0,9.090909090909092,0.0,0.0,,other
111216110,169162.5,233057.3333333333,27.415929127596645,60.0,40.0,3504.1029411764707,303222.0,1514055.0,WWW.QUOGUEFIELDCLUB.COM,141,3905039.0,QUOGUE FIELD CLUB OF QUOGUE LONG ISLAND,25.0,62.5,20.0,100.0,,other
60792820,176924.0,0.0,-1.0,0.0,100.0,31783.69662921348,176924.0,3005673.0,www.ucpect.org,90,3929600.0,United Cerebral Palsy Associationof Eastern Connecticut,,25.0,60.0,,,other
66060478,317417.0,213924.0,-48.37839606589256,50.0,50.0,63299.05084745763,317417.0,4265985.0,WWW.FIDELCO.ORG,61,3934053.0,FIDELCO GUIDE DOG FOUNDATION INC,33.33333333333333,28.57142857142857,50.0,,,hospital
